"","subject","tdiff","agey","sex","edu","language","zAN","zBD","zCH","zKW","zOE","zOG","zRZ","zSC","zST","zTG","zTM","zUW","zWA","zWE","zWM","zXG","zZN","zZP","zZZ","zSpeed","zCapacity","zMemory","zTotal","g","H0meanRT","H1meanRT","H2meanRT","H258meanRT","H0oddMean","H0evenMean","H1oddMean","H1evenMean","H2oddMean","H2evenMean","H258oddMean","H258evenMean","Hinter","Hslope","Hrsquare","Hrmse","S1log10mean","S2log10mean","S3log10mean","S4log10mean","S1oddMean","S1evenMean","S2oddMean","S2evenMean","S3oddMean","S3evenMean","S4oddMean","S4evenMean","S1mean","S2mean","S3mean","S4mean","Si","Sasymptote","Sslope","Srmse"
"39",52,7,20,"female","Matura","Deutsch",-0.112664124325195,-1.00133763178246,0.196172619727882,-0.0170232779301616,-0.532157989982435,1.00832370381697,0.0918795662917672,1.93835934022575,1.48030329390584,0.122017069402578,0.764809653525383,0.737104996164671,0.950438042321111,0.470480387077268,0.299179020126449,-0.031363417572724,1.28079784411584,0.0214365971619762,-0.480089661539889,-0.227997613595573,0.836318895931795,0.466605556758102,0.358308946364775,0.222192847009953,275,304,478,606,274,295,324,307,503,452,655,561,234,130,0.9056,41.32,2.0471,2.0301,2.0532,2.1888,2.071,2.0233,2.0134,2.0467,2.0487,2.0576,2.1928,2.1848,111,107,113,154,0.142,89,0.067,10.8
"40",53,3,20,"female","Bachelor","Deutsch",2.30664970328952,0.712966547011188,0.196172619727882,0.888911164961914,1.12020471863883,-0.660625874914567,0.335300754908917,-0.068875712596854,1.21353485578146,1.63979037172733,1.31321446659807,-1.31961958279937,-0.109066660594226,0.134892978113063,-0.729458959184712,-0.903836670050323,-1.1610971110209,1.33335634347493,-0.138841261002825,0.632222814532976,0.412832884233914,0.192143013711225,0.412399570826038,0.333108358496597,279,304,399,442,270,288,301,320,390,407,428,457,264,66,0.946,15.53,2.1108,2.0978,2.1106,2.0478,2.1402,2.0814,2.0875,2.1081,2.1382,2.0829,2.0576,2.0379,129,125,129,112,-0.063,136,-0.021,4.65
"41",55,5,20,"female","Bachelor","Deutsch",0.492164332578484,1.25432576136708,0.793474327556058,1.4928674602233,0.9549684477767,-2.3295754536461,0.822143132143216,1.4365505770201,0.679997979532717,-0.181537591062372,1.03901206006172,0.508580042946445,-0.109066660594226,-1.03966295326166,0.984937673000556,0.986522043651142,-1.1610971110209,0.458743179266293,-1.16258646261402,0.888214875683177,0.41517292093354,-0.401357672953701,0.300676707887672,0.338977343530912,232,285,387,437,229,235,308,277,416,358,451,436,222,81,0.9823,10.77,2.1081,2.0559,2.1123,2.2612,2.0996,2.1165,2.0259,2.0858,2.1166,2.1079,2.2643,2.2582,128,114,130,182,0.153,96,0.079,15.25
"42",56,18,19,"female","Bachelor","Deutsch",0.492164332578484,0.171607332655298,0.793474327556058,0.28495486970053,0.9549684477767,0.173848914451202,1.55240669799467,0.432933050608797,0.946766417657091,1.03268105079743,0.764809653525383,1.19415490260112,0.950438042321111,-0.0329007263690396,0.299179020126449,1.56817087863621,2.09476282916142,-0.41586998494234,-0.821338062076953,0.927464879593472,0.921430372625208,0.0249475964744015,0.624614282897694,0.557643820772163,205,266,362,428,198,219,260,272,407,369,473,404,195,86,0.9843,10.76,1.9192,2.0752,2.1916,2.3836,1.9399,1.8986,2.0592,2.0911,2.2065,2.1768,2.3716,2.3955,83,119,155,242,0.464,55,0.202,6.13
"43",57,8,23,"female","Bachelor","Deutsch",1.70182124638584,0.532513475559225,0.196172619727882,0.133965795885184,1.45067726036308,-0.0347697828902402,1.79582788661182,0.934741813814448,0.413229541408344,1.03268105079743,1.86161927967075,0.508580042946445,-0.109066660594226,-0.536281839815347,0.642058346563502,1.42275866988994,1.68778033663863,-0.853176567046657,-0.480089661539889,1.06140402318445,1.04551143927389,-0.141504993886715,0.655136822857206,0.615962727508572,237,282,375,503,244,250,276,288,358,391,496,565,212,98,0.9055,31.29,2.0998,2.0473,2.0953,2.1847,2.1101,2.0895,2.0458,2.0488,2.0968,2.0939,2.1965,2.173,126,112,125,153,0.085,106,0.043,10.22
"44",58,3,21,"female","Matura","Deutsch",2.30664970328952,-3.97881331073986,0.793474327556058,0.888911164961914,-0.366921719120309,1.84279849318274,0.0918795662917672,-1.07249323900816,0.946766417657091,1.03268105079743,1.86161927967075,1.07989242599201,2.00994274523645,1.30944890948778,3.04221363162288,-0.031363417572724,-0.347132125975321,0.458743179266293,0.202407139534239,-0.39393777756363,0.925343448461549,1.30039629512517,0.61060065534103,0.303036522421565,232,285,347,385,226,238,295,285,346,348,402,389,229,59,0.998,2.59,2.124,2.0655,2.0792,2.0138,2.1135,2.1344,2.0604,2.0707,2.0999,2.0585,1.9812,2.0463,133,116,120,103,-0.11,141,-0.04,4.7
"45",59,6,21,"male","Matura","Deutsch",0.492164332578484,0.622740011285207,1.98807774321241,0.737922091146568,1.6159135312252,1.42556109849985,0.578721943526067,0.934741813814448,0.14646110328397,0.122017069402578,0.764809653525383,0.394317566337332,0.420685690863442,1.81283002293409,0.642058346563502,1.85899529612874,1.28079784411584,0.0214365971619762,0.202407139534239,0.922718323785727,0.980212846351667,0.708459051329605,0.870463407155667,0.661313493038076,208,237,309,336,207,216,241,239,302,318,362,328,200,52,0.9707,8.89,1.5032,1.5719,1.7324,1.8969,1.5127,1.4936,1.5798,1.564,1.7857,1.6791,1.8696,1.9243,32,37,54,79,0.394,20,0.187,2.47
"46",60,6,21,"female","Bachelor","Deutsch",-0.112664124325195,0.171607332655298,0.196172619727882,1.19088931259261,1.45067726036308,0.382467611792644,-1.85548994264543,-1.07249323900816,1.74707173203021,0.425571729867529,1.86161927967075,1.65120480903758,0.420685690863442,-1.54304406670796,2.01357565231172,-0.467600043811524,-1.1610971110209,0.89604976137061,0.202407139534239,0.152609274836926,0.0220371859846369,0.616421305055243,0.263689255292269,0.118297290096143,235,304,444,538,244,236,308,314,430,475,580,529,215,118,0.9711,20.07,1.8944,1.9169,2.0068,2.1134,1.9304,1.8583,1.9409,1.8929,2.0349,1.9786,2.0971,2.1297,78,83,102,130,0.219,60,0.103,4.18
"47",61,11,19,"female","Berufslehre","Kurdisch",-0.717492581228873,-0.27952534597461,0.196172619727882,-0.771968647006891,0.128787093466069,-1.49510066428034,0.0918795662917672,-0.068875712596854,-0.387075772964778,-2.00286555385208,-0.331999972619982,-1.43388205940848,0.420685690863442,-2.88539370256478,-0.386579632747659,-0.61301225255779,-0.75411461849811,-1.72778973125529,-0.480089661539889,-0.574450856605589,-0.209270762392083,-1.22700486089212,-0.670242159963265,-0.417799106684201,241,289,295,340,238,275,289,288,304,300,355,340,244,34,0.9016,11,2.1099,2.1834,2.1872,2.3476,2.1328,2.087,2.3467,2.02,2.1975,2.1769,2.2547,2.4406,129,153,154,223,0.238,102,0.101,13.3
"48",62,7,19,"female","Berufslehre","Portugiesisch",-0.717492581228873,-0.189298810248628,-1.59573250375665,-1.97988123752966,-0.036449177396057,0.173848914451202,-0.638383999559682,-1.07249323900816,-0.387075772964778,-1.09220157245722,-1.70301200530169,-2.57650682549961,-1.69832371496723,0.302686682595166,-1.41521761205882,-1.63089771378166,-0.75411461849811,-1.29048314915097,-1.84508326368814,-0.927852085162151,-1.25686144379345,-0.743554033469391,-0.976089187474998,-0.781663234248923,264,302,392,431,260,268,296,308,379,405,480,403,254,67,0.9727,11.08,1.7073,1.759,1.8875,1.9903,1.7167,1.6979,1.785,1.733,1.9448,1.8303,1.9865,1.9941,51,57,77,98,0.283,38,0.131,2.43
"49",63,10,20,"male","obligatorische Schulzeit","Portugiesisch",-0.112664124325195,-0.730658024604519,0.793474327556058,-2.28185938516035,-0.697394260844562,-0.869244572256009,-0.638383999559682,-0.570684475802505,-1.72091796358665,-1.39575623292218,-1.15460719222901,-2.00519444245405,-1.16857136350956,-0.536281839815347,-0.386579632747659,-0.322187835065257,0.059850366547469,-0.41586998494234,0.202407139534239,-1.01103995635942,-0.358867076960457,-0.621081142302294,-0.663662725207392,-0.523462811225429,225,298,388,481,219,241,300,331,418,373,494,469,214,96,0.9744,15.36,2.0019,2.0598,2.3876,2.5954,2.0081,1.9957,2.0439,2.0757,2.3032,2.472,2.6104,2.5804,100,115,244,394,0.594,49,0.29,15.64
"50",64,6,20,"male","Berufslehre","Deutsch,Albanisch",-0.112664124325195,-4.33971945364379,-0.401129088100295,-1.07394679463758,0.294023364328195,-0.243388480231682,-0.151541622325383,-1.57430200221381,-0.653844211089151,-0.181537591062372,-0.880404785692664,-0.176994816708234,-0.638819012051894,-0.871869248779553,-1.07233828562177,-0.903836670050323,0.059850366547469,0.458743179266293,-0.138841261002825,-1.05942646123188,-0.591244774306064,-0.420256384576447,-0.690309206704796,-0.582666456301257,230,300,381,477,236,223,292,341,385,420,496,458,219,92,0.9666,16.83,1.7918,1.8194,1.933,2.0078,1.8197,1.764,1.8181,1.8206,1.9406,1.9255,1.9974,2.0182,62,66,86,102,0.216,49,0.101,2.87
"51",65,7,23,"female","Bachelor","Deutsch",-0.717492581228873,-0.27952534597461,-0.998430795928471,-0.0170232779301616,-0.201685448258183,-1.07786326959745,0.578721943526067,0.432933050608797,0.413229541408344,-0.485092251527323,0.764809653525383,0.622842519555558,-0.109066660594226,-0.368488135333245,-1.07233828562177,-0.467600043811524,0.059850366547469,-0.41586998494234,-0.480089661539889,-0.145367403995956,-0.0945661611783203,-0.500236632604391,-0.246723399259556,-0.154216344930867,216,284,358,431,203,229,315,284,378,356,411,489,209,81,0.984,10.16,1.6509,1.7784,1.8585,1.9533,1.6534,1.6483,1.7774,1.7793,1.8715,1.8454,1.9544,1.9523,45,60,72,90,0.302,37,0.123,1.27
"52",66,13,21,"female","Bachelor","Deutsch",-0.112664124325195,0.532513475559225,-0.401129088100295,-0.0170232779301616,-1.68881188601732,-2.53819415098755,-0.638383999559682,-0.068875712596854,-0.653844211089151,0.122017069402578,1.58741687313441,-0.405519769926461,-0.638819012051894,-1.37525036222586,1.67069632587466,-0.322187835065257,-1.1610971110209,1.33335634347493,0.884903940608366,-0.335312742268436,-0.132528029160122,-0.113055352390767,-0.193632041273108,-0.176234055195682,249,304,353,466,234,276,304,303,357,348,491,440,236,77,0.8993,25.38,1.9448,2.004,1.9711,2.061,1.9308,1.9587,2.0402,1.9678,1.9985,1.9438,2.0656,2.0563,88,101,94,115,0.116,82,0.042,5.63
"53",67,8,21,"female","Berufslehre","Deutsch",-0.717492581228873,-0.369751881700592,-1.59573250375665,-0.771968647006891,0.294023364328195,-1.49510066428034,-0.881805188176832,-0.068875712596854,-1.1873810873379,0.122017069402578,-2.25141681837437,-0.976832152972027,-1.69832371496723,-2.38201258911848,-1.07233828562177,-0.176775626318991,-1.1610971110209,-0.853176567046657,-1.16258646261402,-0.297376818245422,-1.24882307365748,-1.35876594266986,-0.968321944857586,-0.658071032416799,229,317,393,514,238,247,304,329,397,406,556,511,218,104,0.9549,22.21,2.1172,2.119,2.197,2.2241,2.1525,2.0819,2.1481,2.09,2.1318,2.2623,2.2252,2.223,131,132,157,168,0.107,116,0.052,4.65
"54",68,5,20,"female","Berufsmatura","Tamilisch",-0.112664124325195,1.34455229709306,0.196172619727882,-3.18779382805243,0.9549684477767,-1.07786326959745,-0.881805188176832,-0.068875712596854,-1.72091796358665,-0.788646911992274,-1.42880959876535,-0.748307199753801,-1.16857136350956,-0.871869248779553,-0.043700306310605,-0.758424461304057,0.059850366547469,-0.41586998494234,-0.480089661539889,-0.552858274109305,-0.420482968820268,-0.768385072459414,-0.580575438462996,-0.415435754134091,239,297,372,449,241,237,292,301,365,379,511,433,229,79,0.9721,13.18,1.7985,1.9572,1.9661,2.0929,1.746,1.8509,1.9335,1.981,1.9548,1.9775,2.1033,2.0824,63,91,92,124,0.294,55,0.111,6.46
"55",69,6,21,"female","Bachelor","Deutsch",0.492164332578484,-0.911111096056482,0.196172619727882,0.133965795885184,0.128787093466069,-0.243388480231682,0.822143132143216,0.432933050608797,0.413229541408344,0.425571729867529,1.31321446659807,-0.176994816708234,1.48019039377878,1.14165520500568,0.984937673000556,-0.031363417572724,0.466832859070259,1.33335634347493,-0.821338062076953,0.0946655396221322,0.730251287060377,0.468075370096812,0.43099739892644,0.292979413874818,284,356,378,514,290,299,338,373,370,386,490,542,275,78,0.8451,32.76,1.9697,2.0471,2.1262,2.2858,1.9874,1.952,2.0512,2.0431,2.1008,2.1516,2.3191,2.2525,93,111,134,193,0.316,67,0.143,6.92
"56",70,4,21,"male","Berufslehre","Deutsch",-0.717492581228873,-0.00884573879666516,-0.998430795928471,-1.67790308989897,-4.16735594894921,-1.07786326959745,-0.881805188176832,-0.570684475802505,-1.1873810873379,0.122017069402578,-0.0577975660836406,-1.20535710619025,-1.69832371496723,-0.0329007263690396,-0.386579632747659,-1.19466108754286,-1.56807960354369,-1.29048314915097,-0.480089661539889,-1.30142566399366,-0.935134789592402,-0.742549587790485,-0.993036680458848,-0.803705520858871,330,408,408,423,319,353,422,447,425,435,428,419,347,33,0.7778,17.19,1.9432,2.0822,2.1074,2.1492,1.9457,1.9408,2.0998,2.0645,2.0106,2.2041,2.1135,2.1849,88,121,128,141,0.206,85,0.075,7.06
"57",71,9,23,"male","Berufslehre","Russisch",2.30664970328952,-0.27952534597461,0.196172619727882,-0.319001425560853,-0.697394260844562,-1.28648196693889,0.578721943526067,1.93835934022575,-2.25445483983539,0.122017069402578,1.58741687313441,0.508580042946445,1.48019039377878,-0.871869248779553,-1.41521761205882,1.56817087863621,1.68778033663863,-2.16509631335961,-1.50383486315108,0.162164809864138,1.53276154446583,-1.58282580735389,0.0373668489920246,0.291931969700377,255,348,590,579,259,267,323,397,575,604,648,518,245,142,0.9238,40.11,1.8961,1.8477,1.9758,1.9811,1.8877,1.9045,1.8392,1.8562,1.9871,1.9645,2.0096,1.9526,79,70,95,96,0.085,67,0.051,6.84
"58",73,3,18,"female","obligatorische Schulzeit","Deutsch",-0.112664124325195,-1.18179070323443,0.196172619727882,-0.620979573191545,0.624495906052448,0.591086309134086,0.335300754908917,0.934741813814448,0.413229541408344,-0.181537591062372,1.03901206006172,0.394317566337332,-1.16857136350956,-0.70407554429745,0.299179020126449,0.404873208666076,-0.347132125975321,0.458743179266293,0.202407139534239,-0.103272999643484,0.0902598132989959,0.210094940861993,0.0656939181725017,0.00549205607307811,236,297,391,515,242,242,288,306,405,396,523,545,216,103,0.9342,27.01,1.9247,2.0024,2.192,2.261,1.886,1.9634,2.0406,1.9642,2.2084,2.1756,2.2459,2.276,84,101,156,182,0.336,64,0.148,8.12
"59",74,7,20,"male","Berufslehre","Serbisch",-0.112664124325195,-0.8208845603305,0.196172619727882,-0.771968647006891,0.789732176914574,-0.869244572256009,-0.881805188176832,-0.570684475802505,0.14646110328397,-0.788646911992274,-0.331999972619982,1.19415490260112,-1.16857136350956,-2.04642518015427,-0.043700306310605,-0.467600043811524,-1.1610971110209,-0.853176567046657,-0.480089661539889,-0.490195529067241,-0.52480740459171,-0.691029197337243,-0.568677376998732,-0.416885290279956,233,285,342,384,239,233,314,284,341,355,410,376,230,58,0.9961,3.55,1.586,1.5847,1.8098,1.8858,1.6152,1.5569,1.5515,1.6179,1.7923,1.8273,1.8708,1.9007,39,38,65,77,0.3,27,0.148,5.11
"60",75,11,20,"male","Berufslehre","Deutsch",0.492164332578484,-0.00884573879666516,0.196172619727882,-1.67790308989897,-0.366921719120309,1.42556109849985,1.06556432076037,0.432933050608797,-1.1873810873379,0.425571729867529,-0.331999972619982,-0.634044723144687,0.950438042321111,1.81283002293409,-0.729458959184712,1.56817087863621,-0.347132125975321,0.89604976137061,-1.50383486315108,0.167606063574694,0.232095991106828,0.11896099552181,0.172887683401111,0.122219574326694,197,264,309,367,232,240,276,265,339,308,371,384,197,63,0.9832,8.07,1.6781,1.8845,1.9549,2.2068,1.684,1.6721,1.8301,1.939,1.9437,1.9661,2.1499,2.2637,48,77,90,161,0.529,30,0.227,8.4
"61",76,4,19,"female","Matura","Deutsch",-1.92714949503623,1.1640992256411,-1.59573250375665,0.888911164961914,0.789732176914574,-1.49510066428034,0.0918795662917672,0.432933050608797,-1.1873810873379,0.72912639033248,0.216404840452701,0.165792613119105,-0.638819012051894,-2.04642518015427,-0.386579632747659,0.550285417412342,-0.75411461849811,0.0214365971619762,0.884903940608366,0.702338990259029,-0.711079623046897,-0.701524337791637,-0.236754990193168,-0.0956962084794327,275,366,460,630,265,284,372,361,459,461,612,721,254,128,0.9241,36.17,1.9298,2.0571,2.0884,2.2597,1.9599,1.8998,2.0332,2.0811,2.0965,2.0803,2.2928,2.2266,85,114,123,182,0.33,65,0.139,8.51
"62",77,7,21,"female","Bachelor","Deutsch",-0.112664124325195,-0.730658024604519,0.793474327556058,1.34187838640795,-0.036449177396057,-0.0347697828902402,-0.638383999559682,-0.068875712596854,-0.387075772964778,0.425571729867529,0.216404840452701,-1.31961958279937,0.950438042321111,0.302686682595166,0.642058346563502,-0.61301225255779,-0.75411461849811,0.458743179266293,1.56740074168249,-0.0418422229737612,0.170777125818285,0.424840565708739,0.184591822851088,0.0766041678397603,291,344,463,552,288,314,336,353,472,478,581,521,271,101,0.9595,20.49,2.1891,2.1518,2.2807,2.3733,2.2398,2.1384,2.1979,2.1058,2.2901,2.2714,2.4071,2.3396,155,142,191,236,0.184,116,0.095,14.14
"63",78,7,20,"female","Bachelor","Deutsch",0.492164332578484,-0.27952534597461,-0.998430795928471,2.09682375548468,-0.201685448258183,-0.243388480231682,-1.36864756541113,0.934741813814448,0.413229541408344,1.03268105079743,1.03901206006172,-0.291257293317348,-1.16857136350956,-1.54304406670796,-0.043700306310605,-0.176775626318991,0.059850366547469,0.458743179266293,-0.138841261002825,0.183811803386533,0.0597944022606818,-0.182833565596406,0.0202575466836027,0.0370991773466368,203,255,324,368,196,217,251,260,320,327,400,368,198,64,0.9938,4.97,1.9364,1.895,1.9774,2.0326,1.9099,1.9629,1.8961,1.8938,1.9971,1.9576,2.0209,2.0444,86,79,95,108,0.096,73,0.052,5.46
"64",79,7,19,"female","Matura","Deutsch",1.09699278948216,1.615231904271,0.793474327556058,1.94583468166934,-0.532157989982435,0.799705006475528,0.0918795662917672,0.934741813814448,0.14646110328397,0.122017069402578,-0.331999972619982,0.0515301365099921,0.420685690863442,0.134892978113063,0.642058346563502,-0.176775626318991,0.873815351593048,0.458743179266293,1.22615234114543,0.51100493422221,0.631285000114863,0.568002159141298,0.57009736449279,0.408224244066002,250,291,393,389,239,261,296,310,398,404,380,417,246,61,0.9277,16.67,2.0572,2.0456,2.0172,2.0254,2.0261,2.0883,2.0688,2.0224,1.9864,2.0481,1.9949,2.0559,114,111,104,106,-0.032,117,-0.016,1.89
"65",80,9,20,"female","Bachelor","Deutsch",0.492164332578484,-0.550204953152555,0.196172619727882,0.586933017331222,-0.366921719120309,1.21694240115841,0.0918795662917672,-0.068875712596854,0.679997979532717,-1.09220157245722,0.216404840452701,-0.976832152972027,0.950438042321111,-0.200694430851142,0.984937673000556,-0.758424461304057,-0.75411461849811,0.458743179266293,1.90864914221956,-0.348156687068526,0.172031583997535,0.841429324054399,0.221768073661136,0.0331811346457896,228,266,332,343,231,238,259,273,330,334,361,352,226,47,0.9761,7.33,2.0276,2.0758,2.1546,2.2345,2.0231,2.0322,2.0197,2.1318,2.1542,2.1551,2.2381,2.2308,107,119,143,172,0.207,88,0.092,2.59
"66",82,10,20,"female","Bachelor","Deutsch",-0.717492581228873,-0.0990722745226468,0.793474327556058,-0.922957720822237,-0.532157989982435,0.382467611792644,0.335300754908917,0.432933050608797,-0.653844211089151,0.72912639033248,0.490607246989042,0.280055089728219,-0.638819012051894,-0.536281839815347,-0.729458959184712,0.259460999919809,0.873815351593048,-0.41586998494234,0.202407139534239,-0.0383833066943522,0.205753063911029,-0.291763373950778,-0.041464538911367,-0.00363851481364683,245,315,349,415,234,267,311,337,368,329,417,414,246,61,0.9631,11.77,1.8455,1.8221,1.9097,1.9743,1.8341,1.857,1.7944,1.8497,1.9334,1.886,1.9791,1.9696,70,66,81,94,0.129,58,0.065,4.43
"67",83,13,20,"female","Berufslehre","Deutsch",-1.92714949503623,-0.640431488878537,-1.59573250375665,-1.97988123752966,-1.85404815687944,-1.91233805896322,-1.12522637679398,-1.57430200221381,-1.98768640171102,-1.09220157245722,-1.42880959876535,-1.20535710619025,-1.69832371496723,-1.37525036222586,-1.41521761205882,-1.04924887879659,-1.1610971110209,-1.29048314915097,-0.821338062076953,-1.29017295188924,-1.56423573762669,-1.46705227436447,-1.44048698796014,-1.08134145367858,226,289,374,390,219,233,293,286,355,432,362,422,227,67,0.9832,8.6,2.0934,2.186,2.1987,2.2244,2.1156,2.0712,2.1706,2.2015,2.1774,2.22,2.2684,2.1805,124,153,158,168,0.131,120,0.049,6.25
"68",84,7,19,"female","Berufslehre","Deutsch,Französisch",-0.717492581228873,0.80319308273717,-1.59573250375665,-0.620979573191545,1.28544098950095,-1.28648196693889,-1.36864756541113,-0.570684475802505,-0.120307334840404,-0.788646911992274,-1.15460719222901,-1.43388205940848,-1.16857136350956,0.134892978113063,-0.729458959184712,-1.19466108754286,-1.1610971110209,0.0214365971619762,1.90864914221956,-0.314050177649947,-1.06136420459125,-0.0118782572449021,-0.462430879828699,-0.434659983390967,284,337,446,495,271,297,339,378,478,467,535,492,273,84,0.9798,11.93,2.0268,1.9878,2.1619,2.2097,2.0139,2.0398,2.0164,1.9591,2.1737,2.1501,2.2161,2.2034,106,97,145,162,0.183,81,0.097,10.93
"69",85,3,19,"female","Berufslehre","Deutsch",0.492164332578484,-0.459978417426574,0.196172619727882,-1.07394679463758,-0.697394260844562,0.799705006475528,-0.881805188176832,-0.570684475802505,0.413229541408344,0.425571729867529,-0.880404785692664,0.622842519555558,0.950438042321111,-1.87863147567217,-0.386579632747659,-0.322187835065257,-0.75411461849811,-0.41586998494234,0.884903940608366,-0.501623461047213,-0.0944048142276338,-0.0972071008116548,-0.231078458695501,-0.215547091777164,240,328,439,415,228,252,333,344,438,440,419,411,250,76,0.9,24.8,1.9937,1.9766,1.9921,2.0554,1.9914,1.996,1.9987,1.9545,1.9913,1.9929,2.0622,2.0486,99,95,98,114,0.062,90,0.027,4.93
"70",86,6,18,"female","Berufslehre","Deutsch",0.492164332578484,0.352060404107262,1.98807774321241,0.888911164961914,0.128787093466069,-0.243388480231682,1.06556432076037,0.432933050608797,0.14646110328397,1.03268105079743,1.03901206006172,0.508580042946445,0.420685690863442,-0.70407554429745,-1.41521761205882,0.259460999919809,0.466832859070259,0.0214365971619762,-0.821338062076953,0.621244172335475,0.806617622732519,-0.50268699970316,0.308391598454945,0.358518399487919,238,284,324,408,234,242,285,283,329,335,385,457,229,61,0.9168,18.02,1.9869,2.0006,2.0723,2.1521,1.9845,1.9893,1.9649,2.0364,2.1077,2.037,2.1177,2.1865,97,100,118,142,0.165,80,0.077,4.32
"71",87,7,20,"male","Bachelor","Deutsch",0.492164332578484,-3.88858677501388,-0.401129088100295,0.737922091146568,1.94638607294946,0.173848914451202,1.06556432076037,1.4365505770201,-0.120307334840404,1.03268105079743,0.490607246989042,-0.976832152972027,0.950438042321111,0.638274091559371,-1.07233828562177,1.85899529612874,0.466832859070259,0.89604976137061,0.202407139534239,0.458827009461448,0.572577328313116,0.119655714408875,0.383686684061146,0.316648619441586,222,266,298,378,227,241,257,276,316,296,372,383,214,55,0.9058,17.5,1.8071,1.8624,1.9809,2.0563,1.8816,1.7326,1.8913,1.8336,1.995,1.9668,2.0543,2.0582,64,73,96,114,0.249,51,0.112,2.26
"72",88,5,19,"male","Berufslehre","Deutsch",-0.112664124325195,0.352060404107262,0.793474327556058,-0.0170232779301616,-0.366921719120309,1.21694240115841,0.335300754908917,0.432933050608797,-0.387075772964778,0.425571729867529,0.216404840452701,-0.519782246535574,-0.638819012051894,-0.200694430851142,-0.729458959184712,-1.19466108754286,-0.347132125975321,0.89604976137061,-0.138841261002825,-0.0776121992849366,0.0573661593775243,0.109486956420927,0.0297469721711717,-0.00910745583123716,240,283,348,381,260,251,275,315,332,364,439,457,235,56,0.9925,4.76,1.915,1.9424,2.029,2.0959,1.9304,1.8996,1.957,1.9277,2.042,2.016,2.0685,2.1233,82,88,107,125,0.181,68,0.084,2.48
"73",89,6,20,"female","Matura","Deutsch",0.492164332578484,0.352060404107262,-0.401129088100295,1.03990023877726,0.9549684477767,0.382467611792644,1.06556432076037,-0.570684475802505,0.14646110328397,0.72912639033248,0.490607246989042,1.07989242599201,0.420685690863442,-0.0329007263690396,-0.386579632747659,-0.031363417572724,0.059850366547469,-0.853176567046657,0.202407139534239,0.68504273069689,0.0819156788459395,-0.0902201785920838,0.225579410316915,0.214596343234367,232,315,369,455,224,240,317,319,371,367,452,483,230,81,0.9699,14.07,1.9656,1.9055,1.9739,2.0427,1.965,1.9663,1.9155,1.8956,1.9805,1.9672,2.0388,2.0466,92,80,94,110,0.077,77,0.043,7.26
"74",90,6,21,"female","Bachelor","Deutsch",1.09699278948216,0.352060404107262,0.793474327556058,0.888911164961914,-1.02786680256881,0.382467611792644,0.822143132143216,1.93835934022575,1.21353485578146,0.122017069402578,1.58741687313441,1.07989242599201,0.420685690863442,0.470480387077268,-0.043700306310605,0.550285417412342,0.466832859070259,-0.41586998494234,1.56740074168249,0.28459173090975,1.05062698005535,0.529052217513488,0.621423642826194,0.456977381597399,224,278,325,404,241,221,286,270,333,333,390,418,217,65,0.9479,15.07,1.8991,1.8832,2.0002,2.1319,1.9093,1.8889,1.9088,1.8576,2.0118,1.9887,2.1601,2.1037,79,76,100,135,0.233,56,0.118,7.71
"75",91,8,20,"female","Matura","Deutsch",1.09699278948216,0.352060404107262,1.39077603538423,0.737922091146568,-0.697394260844562,0.591086309134086,1.30898550937752,0.934741813814448,0.946766417657091,0.72912639033248,1.58741687313441,1.07989242599201,1.48019039377878,0.806067796041473,2.69933430518582,0.259460999919809,2.09476282916142,-0.41586998494234,-0.138841261002825,0.448360189006512,1.43081345579257,0.748090597012218,0.875754747270435,0.650838492954206,260,303,340,415,252,268,305,316,332,357,417,412,252,55,0.9232,15.77,1.837,1.9373,2.0073,2.1081,1.8352,1.8387,1.9679,1.9068,2.0116,2.0031,2.1185,2.0977,69,87,102,128,0.271,57,0.112,1.48
"76",92,7,25,"female","Berufslehre","Deutsch",-1.32232103813255,0.171607332655298,-0.401129088100295,0.28495486970053,-1.85404815687944,-2.12095675630466,-0.881805188176832,0.432933050608797,0.946766417657091,0.122017069402578,-1.42880959876535,-1.31961958279937,-1.16857136350956,1.47724261396988,0.299179020126449,0.841109834904875,-0.75411461849811,2.64527608978788,1.90864914221956,-0.219360706398832,-0.773668776066178,0.859359421242699,-0.0445566870741037,-0.206847312611731,203,259,361,425,198,217,275,254,354,388,435,438,191,87,0.9798,12.28,2.0106,2.065,2.2761,2.4535,2.0146,2.0066,2.0519,2.078,2.2897,2.2625,2.4551,2.452,102,116,189,284,0.443,59,0.216,9.91
"77",93,5,20,"female","Berufslehre","Deutsch",-0.717492581228873,-0.189298810248628,-0.401129088100295,0.133965795885184,-0.366921719120309,-0.0347697828902402,-1.61206875402828,-0.068875712596854,0.413229541408344,-0.181537591062372,-0.606202379156323,-1.20535710619025,-0.109066660594226,-0.871869248779553,-1.07233828562177,0.841109834904875,-0.75411461849811,0.0214365971619762,0.884903940608366,-0.229125207278255,-0.44281350669578,-0.109901206352145,-0.260613306775394,-0.235056758557656,257,344,404,443,250,263,337,352,443,383,443,442,263,71,0.9924,6.11,2.0242,1.9814,2.0355,2.0621,2.0691,1.9794,1.9836,1.9792,2.0197,2.0514,2.0844,2.0398,106,96,109,115,0.038,97,0.022,5.16
